Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Tahunan (ton/tahun)(A),Pengurangan Sampah Tahunan (ton/tahun)(B),%Pengurangan Sampah(B/A),Penanganan Sampah Tahunan (ton/tahun)(C),%Penanganan Sampah(C/A),Sampah Terkelola Tahunan (ton/tahun)(B+C),%Sampah Terkelola(B+C)/A,Daur ulang Sampah Tahunan (ton/tahun)(D),Bahan baku Sampah Tahunan (ton/tahun)(E),Recycling Rate(D+E)/A,P1/P2,Nama Fasilitas,Jenis,Status,Sampahmasuk (ton/thn),Sampahmasuk Landfill (ton/thn),Sampah Organikterolah (ton/thn),Sampah An-Organikterolah (ton/thn),RecoveryPemulung (ton/thn),Energi(MW),Alamat,Kelurahan,Kecamatan,Pengelola,Luas (hektar),Sistem Operasional,Luas Landfill Aktif (m2),Pencatatan,Jembatan Timbang,Penutupan Sampah Zona Aktif,Jml Sumur Pantau,IPL,Jml Uji Lindi,Ada Drainase,Pemanfaatan Gas Metana,Jumlah KK yang memanfaatkan gas Metana,Tahun Awal Operasi,Tahun Akhir Operasi,Ada Data SIPSN,Ada Data TPA
2025,Kalimantan Tengah,Kab. Kapuas,78507.85,0.0,0.0,9282.23,11.82,9282.23,11.82,0.0,1094.55,1.39,P 1,TPA HANDEL PALINGET,TPA Pemda (Non Regional),A,8146.07,7963.21,25.92,0.0,156.95,0.0,"Jl. Pemuda KM. 7,5",Selat Utara,Selat,Pemda DATI II,11.5,Control Landfill,24740.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,2-3x Seminggu,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",12.0,ADA,Tidak ada. Gas Metana dibakar.,,2016.0,,True,True
2025,Kalimantan Tengah,Kab. Katingan,26566.6,3009.75,11.33,179.85,0.68,3189.6,12.01,3009.75,179.85,12.01,P 1,TPA PENDAHARA BARU,TPA Pemda (Non Regional),A,3431.04,3285.04,0.0,0.0,146.0,0.0,Desa Tewang Baringin Kecamatan Tewang Sangalang Garing,,,Pemda DATI II,100.0,Open Dumping,250000.0,Manual Book,Tidak Ada,Seminggu Sekali,,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2.0,TIDAK ADA,Tidak ada. Gas Metana dibakar.,,2019.0,,True,True
2025,Kalimantan Tengah,Kab. Kotawaringin Barat,51609.18,2.18,0.0,41197.81,79.83,41199.99,79.83,0.0,5435.11,10.53,P 1,TPA Pangkalan Bun,TPA Pemda (Non Regional),A,37814.0,37295.7,43.8,474.5,0.0,0.0,Jalan Translik,Desa Pasir Panjang,Arut selatan,Pemda DATI II,3.0,Sanitary Landfill,50000.0,Manual Book,Ada & Berfungsi,Setiap Hari,4.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",4.0,ADA,Untuk Energi Listrik,,2013.0,,True,True
2025,Kalimantan Tengah,Kab. Kotawaringin Timur,89584.91,44.8,0.05,11048.97,12.33,11093.77,12.38,0.0,11048.97,12.33,P 1,TPA Kota Sampit,TPA Pemda (Non Regional),A,31280.5,27214.4,219.0,0.0,3847.1,0.0,Jenderal Sudirman Km.14,Pasir Putih,Mentawa Baru Ketapang,Pemda DATI II,64.7,Open Dumping,6400.0,Manual Book,Ada tapi Rusak,Dua Minggu Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",12.0,ADA,Tidak ada. Gas Metana dibakar.,,1997.0,,True,True
2025,Kalimantan Tengah,Kab. Murung Raya,22683.11,4.56,0.02,6606.5,29.13,6611.06,29.15,4.56,36.5,0.18,P 1,TPA SEMPANGO,TPA Pemda (Non Regional),A,6570.0,6471.45,0.0,0.0,98.55,0.0,Jl. Lintas Kalimantan Poros Tengah,Beriwit,Murung,Pemda DATI II,7.0,Control Landfill,20000.0,Manual Book,Tidak Ada,Seminggu Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",,ADA,Tidak ada. Gas Metana dibakar.,,,,True,True
2025,Kalimantan Tengah,Kab. Pulang Pisau,26401.0,0.0,0.0,1073.47,4.07,1073.47,4.07,0.0,1073.47,4.07,P 1,TPA Desa Gohong,TPA Pemda (Non Regional),A,1547.23,1510.73,25.55,0.0,10.95,0.0,Jl. Trans Kalimantan,,,Pemda DATI II,6.43,Open Dumping,13050.0,Manual Book,Tidak Ada,Dua Minggu Sekali,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,,,2010.0,2029.0,True,True
2025,Kalimantan Tengah,Kab. Seruyan,31811.58,0.0,0.0,23.55,0.07,23.55,0.07,0.0,23.55,0.07,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Kalimantan Tengah,Kab. Sukamara,9816.16,0.0,0.0,5087.99,51.83,5087.99,51.83,0.0,619.37,6.31,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Kalimantan Tengah,Kota Palangkaraya,59240.96,6079.89,10.26,51909.04,87.62,57988.93,97.89,5989.65,10372.04,27.62,P 1,TPA KM.14,TPA Pemda (Non Regional),A,41537.0,41537.0,0.0,0.0,0.0,0.0,Tjilik Riwut Km. 14,Bukit Tunggal,Jekan Raya,Pemda DATI II,10.0,Control Landfill,34.3,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Sebulan Sekali,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",4.0,ADA,Tidak ada. Gas Metana dibakar.,,2000.0,,True,True
2025,Kalimantan Timur,Kab. Berau,55377.8,174.79,0.32,6376.08,11.51,6550.88,11.83,71.06,6376.08,11.64,P 1,TPA Bujangga,TPA Pemda (Non Regional),A,30742.49,30742.49,0.0,0.0,0.0,0.0,Jl. Sultan Agung,Sei. Bedungun,Tanjung Redeb,Pemda DATI II,11.35,Open Dumping,10000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada tapi Rusak,Sebulan Sekali,2.0,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,3.0,ADA,Tidak ada. Gas Metana dibakar.,,2012.0,,True,True
2025,Kalimantan Timur,Kab. Kutai Barat,25662.97,0.0,0.0,340.07,1.33,340.07,1.33,0.0,340.07,1.33,P 1,TPA Belaw,TPA Pemda (Non Regional),A,11362.45,11108.77,0.0,0.0,253.68,0.0,Jl.Gesaliq,Barong Tongkok,Barong Tongkok,Pemda DATI II,15.0,Open Dumping,7.0,Manual Book,,Tidak Ditutup,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",6.0,TIDAK ADA,,,2013.0,,True,True
2025,Kalimantan Timur,Kab. Kutai Kartanegara,144325.51,57.92,0.04,23515.98,16.29,23573.9,16.33,57.49,22946.58,15.94,P 1,TPA Kec. Kembang Janggut,TPA Pemda (Non Regional),A,7778.15,7230.65,0.0,0.0,547.5,0.0,Desa Kembang Janggut,Kembang Janggut,Kembang janggut,Pemda DATI II,3.0,Open Dumping,2000.0,Manual Book,Tidak Ada,Setahun Sekali,,,,TIDAK ADA,,,2019.0,,True,True
2025,Kalimantan Timur,Kab. Kutai Kartanegara,144325.51,57.92,0.04,23515.98,16.29,23573.9,16.33,57.49,22946.58,15.94,P 1,TPA Kec. Muara Badak,TPA Pemda (Non Regional),A,8760.0,8212.5,0.0,0.0,547.5,0.0,Desa Tanah Datar,Desa Tanah datar,Muara Badak,Pemda DATI II,10.0,Open Dumping,10000.0,Manual Book,Tidak Ada,Setahun Sekali,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,TIDAK ADA,Tidak ada. Gas Metana dibakar.,,,,True,True
2025,Kalimantan Timur,Kab. Kutai Kartanegara,144325.51,57.92,0.04,23515.98,16.29,23573.9,16.33,57.49,22946.58,15.94,P 1,TPA Kec. Samboja,TPA Pemda (Non Regional),A,7205.1,0.0,0.0,7205.1,0.0,0.0,Desa Sungai Merdeka,Sungai Merdeka,Samboja,Pemda DATI II,40.0,Open Dumping,2000.0,Manual Book,Tidak Ada,Setahun Sekali,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,ADA,Tidak ada. Gas Metana dibakar.,,2019.0,,True,True
2025,Kalimantan Timur,Kab. Kutai Kartanegara,144325.51,57.92,0.04,23515.98,16.29,23573.9,16.33,57.49,22946.58,15.94,P 1,TPA Kec. Loa Janan,TPA Pemda (Non Regional),A,18615.0,18615.0,0.0,0.0,0.0,0.0,Jalan Putat,Loa Duri Ilir,Loa Janan,Pemda DATI II,36.0,Open Dumping,30000.0,Manual Book,Tidak Ada,3-4 Bulan Sekali,,,,TIDAK ADA,,,2020.0,,True,True
2025,Kalimantan Timur,Kab. Kutai Kartanegara,144325.51,57.92,0.04,23515.98,16.29,23573.9,16.33,57.49,22946.58,15.94,P 1,TPA Kec. Kota Bangun,TPA Pemda (Non Regional),A,17552.85,17005.35,0.0,0.0,547.5,0.0,Desa Loleng Kecamatan Kota bangun,Desa Loleng,Kota Bangun,Pemda DATI II,4.38,Open Dumping,30000.0,Manual Book,Tidak Ada,3-4 Bulan Sekali,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,ADA,Tidak ada. Gas Metana dibakar.,,2020.0,,True,True
2025,Kalimantan Timur,Kab. Kutai Kartanegara,144325.51,57.92,0.04,23515.98,16.29,23573.9,16.33,57.49,22946.58,15.94,P 1,TPA Bekotok,TPA Pemda (Non Regional),A,22265.0,19527.5,0.0,0.0,2737.5,0.0,Jln Triu,Loa Ipuh,Tenggarong,Pemda DATI II,5.0,Open Dumping,13500.0,Manual Book,Ada tapi Rusak,3-4 Bulan Sekali,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2.0,ADA,Untuk Bahan Bakar,5.0,1993.0,,True,True
2025,Kalimantan Timur,Kab. Kutai Timur,83280.77,545.34,0.65,6177.61,7.42,6722.95,8.07,545.34,6177.61,8.07,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Kalimantan Timur,Kab. Mahakam Ulu,6888.69,79.94,1.16,0.0,0.0,79.94,1.16,79.94,0.0,1.16,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Kalimantan Timur,Kab. Paser,46805.08,9.94,0.02,39379.18,84.13,39389.12,84.16,0.0,4535.17,9.69,P 1,TPA SONGKA,TPA Pemda (Non Regional),A,6293.11,6198.21,0.0,0.0,94.9,0.0,"Desa Songka, Kecamatan Batu Sopang",,,Pemda DATI II,6.0,Control Landfill,3544.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Seminggu Sekali,1.0,,1.0,ADA,Tidak ada. Gas Metana dibakar.,,2011.0,,True,True
2025,Kalimantan Timur,Kab. Paser,46805.08,9.94,0.02,39379.18,84.13,39389.12,84.16,0.0,4535.17,9.69,P 1,TPA KM7 JANJU,TPA Pemda (Non Regional),A,28794.85,28564.9,0.0,0.0,229.95,0.0,Jl. Negara Km. 7,JANJU,Grogot,Pemda DATI II,22.2,Control Landfill,11.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Seminggu Sekali,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",4.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,2010.0,2020.0,True,True
2025,Kalimantan Timur,Kab. Penajam Paser Utara,37168.13,61.85,0.17,24923.1,67.06,24984.94,67.22,50.74,5924.85,16.08,P 1,TPA Buluminung,TPA Pemda (Non Regional),A,19158.85,18976.35,146.0,0.0,36.5,0.0,Buluminung,Buluminung,Penajam,Pemda DATI II,18.9,Control Landfill,11559.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Seminggu Sekali,4.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2.0,ADA,Tidak ada. Gas Metana dibakar.,,2012.0,,True,True
2025,Kalimantan Timur,Kota Balikpapan,201230.52,824.08,0.41,199205.01,98.99,200029.08,99.4,823.48,58344.2,29.4,P 1,UPTD TPA Sampah Manggar,TPA Pemda (Non Regional),A,141258.65,128779.67,105.49,0.0,12373.5,0.0,Jln. Proklamasi 36,,,Pemda DATI II,0.0,Sanitary Landfill,79000.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,Setiap Hari,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",4.0,ADA,Untuk Bahan Bakar,380.0,,,True,True
2025,Kalimantan Timur,Kota Bontang,39504.18,194.55,0.49,39203.85,99.24,39398.4,99.73,194.55,9233.7,23.87,P 1,TPA Bontang Lestari,TPA Pemda (Non Regional),A,26542.8,26200.43,25.55,240.9,75.92,0.0,Jl. Pramuka 1 kelurahan Bontang lestari,Bontang Lestari,Bontang Lestari,Pemda DATI II,15.0,Sanitary Landfill,25000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Setiap Hari,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",12.0,ADA,Untuk Bahan Bakar,2.0,2008.0,2028.0,True,True
2025,Kalimantan Timur,Kota Samarinda,239898.5,208.22,0.09,19440.77,8.1,19648.99,8.19,206.38,19440.77,8.19,P 1,TPA Sambutan,TPA Pemda (Non Regional),A,179861.05,179831.47,9.57,20.0,0.0,0.0,Jl. Pelita VII,Sambutan,Sambutan,Pemda DATI II,30.0,Open Dumping,23226.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,3-4 Bulan Sekali,,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",1.0,ADA,Tidak ada. Gas Metana dibakar.,,2013.0,,True,True
2025,Kalimantan Utara,Kab. Bulungan,31409.35,0.0,0.0,6.99,0.02,6.99,0.02,0.0,6.99,0.02,P 1,TPA Tanjung Selor,TPA Pemda (Non Regional),A,30813.3,30594.3,0.0,0.0,219.0,0.0,Kilo 9,,,Pemda DATI II,0.0,Control Landfill,,Manual Book,Tidak Ada,Seminggu Sekali,,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",,ADA,,,2020.0,2025.0,True,True
2025,Kalimantan Utara,Kab. Malinau,,,,,,,,,,,,TPA SEMPAYANG,TPA Pemda (Non Regional),A,8504.5,8441.64,0.0,0.0,62.86,0.0,"DESA SEMPAYANG, KEC. MALINAU BARAT, KAB. MALINAU",,,Pemda DATI II,1124.0,Open Dumping,7000.0,Manual Book,Ada tapi Rusak,3-4 Bulan Sekali,,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",,ADA,,,2014.0,2029.0,False,True
2025,Kalimantan Utara,Kab. Nunukan,16703.8,0.34,0.0,12494.2,74.8,12494.54,74.8,0.0,3369.2,20.17,P 1,TPA  Bukit Aru Indah,TPA Pemda (Non Regional),A,3285.0,3285.0,0.0,0.0,0.0,0.0,Jl.padaelo,,,Pemda DATI II,4.0,Control Landfill,,Manual Book,Tidak Ada,2-3x Seminggu,,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",3.0,ADA,,,2024.0,2031.0,True,True
2025,Kalimantan Utara,Kab. Nunukan,16703.8,0.34,0.0,12494.2,74.8,12494.54,74.8,0.0,3369.2,20.17,P 1,TPA Tanjung Harapan,TPA Pemda (Non Regional),A,8030.0,8030.0,0.0,0.0,0.0,0.0,Jl. Mamolo Tg Harapan,Tanjung Harapan,Nunukan Selatan,Pemda DATI II,10.6,Control Landfill,6400.0,Manual Book,Ada tapi Rusak,Setiap Hari,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",4.0,ADA,Tidak ada. Gas Metana dibakar.,,2013.0,2031.0,True,True
2025,Kalimantan Utara,Kab. Tana Tidung,4425.99,0.0,0.0,2870.89,64.86,2870.89,64.86,0.0,31.89,0.72,P 1,TPA,TPA Pemda (Non Regional),A,2839.01,2839.01,0.0,0.0,0.0,0.0,LImbu Sedulun,,,Pemda DATI II,16.0,Control Landfill,3000.0,Manual Book,Tidak Ada,Seminggu Sekali,,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",,ADA,Tidak ada. Gas Metana dibakar.,,,,True,True
2025,Kalimantan Utara,Kota Tarakan,,,,,,,,,,,,TPA JUATA KERIKIL,TPA Pemda (Non Regional),A,40387.62,39616.25,1.21,0.0,770.15,0.0,Juata Kerikil,,,Pemda DATI II,50.0,Open Dumping,5000.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),,Sebulan Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",,ADA,Tidak ada. Gas Metana dibakar.,,2024.0,,False,True
2025,Kepulauan Bangka Belitung,Kab. Bangka Barat,31977.94,17.71,0.06,8196.27,25.63,8213.99,25.69,16.07,531.27,1.71,P 1,TPA AIR BELO,TPA Pemda (Non Regional),A,7665.0,7540.9,14.6,109.5,0.0,0.0,"JL RAYA MUNTOK PANGKALPINANG, PAL 9, DS. AIR BELO, MUNTOK, BANGKABARAT",AIR BELO,MUNTOK,Pemda DATI II,4.2,Control Landfill,1.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Tidak Ada,Sebulan Sekali,2.0,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,2.0,ADA,Tidak ada. Gas Metana dibakar.,,2012.0,2022.0,True,True
2025,Kepulauan Bangka Belitung,Kab. Bangka Selatan,,,,,,,,,,,,TPA JUNJUNG BESAOH,TPA Pemda (Non Regional),A,14447.43,13265.93,389.82,0.0,791.68,0.0,Jl Kepoh,Kepoh,Toboali,Pemda DATI II,15.0,Control Landfill,18000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada tapi Rusak,Seminggu Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",3.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,2010.0,2022.0,False,True
2025,Kepulauan Bangka Belitung,Kab. Bangka Tengah,42355.8,1.33,0.0,8227.25,19.42,8228.59,19.43,0.0,8227.25,19.42,P 1,Simpang Jongkong Kabupaten Bangka Tengah,TPA Pemda (Non Regional),A,23399.71,23384.97,0.0,0.0,14.74,0.0,Jl Raya Kulur,Simpang Perlang,Koba,Pemda DATI II,40.0,Open Dumping,5000.0,Manual Book,Tidak Ada,Setahun Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi serta proses kimia, masih berfungsi baik dan terawat.",6.0,ADA,,,2010.0,,True,True
2025,Kepulauan Bangka Belitung,Kab. Belitung Timur,19344.27,0.0,0.0,5992.36,30.98,5992.36,30.98,0.0,4.04,0.02,P 1,TPA Trafo Mayang,TPA Pemda (Non Regional),A,11983.97,11612.72,371.25,0.0,0.0,0.0,Desa Sukamandi Kecamatan Damar Kabupaten Belitung Timur Prov.Kep.Bangka Belitung,Sukamandi,Damar,Pemda DATI II,12.0,Open Dumping,8000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,Dua Minggu Sekali,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",2.0,ADA,Tidak ada. Gas Metana dibakar.,,2014.0,2020.0,True,True
2025,Kepulauan Riau,Kab. Bintan,21729.66,256.99,1.18,18812.38,86.57,19069.38,87.76,239.08,1255.88,6.88,P 1,TPA Sei Enam,TPA Pemda (Non Regional),A,16017.73,12960.19,1825.0,1232.55,0.0,0.0,Jl. Sei Enam Darat,Sungai Enam,Bintan Timur,Pemda DATI II,5.0,Control Landfill,12000.0,Manual Book,Tidak Ada,2-3x Seminggu,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",2.0,ADA,Tidak ada. Melepas gas Metana ke udara.,,2012.0,2042.0,True,True
2025,Kepulauan Riau,Kab. Lingga,18610.99,9.32,0.05,1227.5,6.6,1236.82,6.65,0.0,1227.5,6.6,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Kepulauan Riau,Kab. Natuna,,,,,,,,,,,,TPA Sebayar,TPA Pemda (Non Regional),A,4460.3,4460.3,0.0,0.0,0.0,0.0,Jalan Batu Sisir Desa Sungai Ulu Kecamatan Bunguran Timur,,,Pemda DATI II,25.0,Open Dumping,5000.0,Manual Book,Tidak Ada,Sebulan Sekali,,Tidak ada Instalasi Pengolahan Air Lindi (IPAL) di TPA,,ADA,Tidak ada. Gas Metana dibakar.,,,,False,True
2025,Kepulauan Riau,Kota Tanjung Pinang,56930.51,12.96,0.02,50321.54,88.39,50334.49,88.41,12.96,14009.51,24.63,P 1,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,,,,,,,,,,,,,True,False
2025,Lampung,Kab. Lampung Barat,46670.8,0.01,0.0,15267.48,32.71,15267.49,32.71,0.0,2200.48,4.71,P 1,TPA BAHWAY....,TPA Pemda (Non Regional),A,12826.1,12583.37,60.23,0.0,182.5,0.0,Jl. BAHWAY,PEKON BAHWAY,BALIK BUKIT,Pemda DATI II,2.0,Control Landfill,15000.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada & Berfungsi,2-3x Seminggu,3.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",9.0,ADA,Untuk Bahan Bakar,2.0,2009.0,2025.0,True,True
2025,Lampung,Kab. Lampung Selatan,284724.35,0.23,0.0,129.14,0.05,129.38,0.05,0.0,129.14,0.05,P 1,TPA Tanjung Sari Natar,,A,38325.0,38325.0,0.0,0.0,0.0,0.0,Desa Tanjung Sari Natar,,,Tidak Diketahui,0.0,Open Dumping,1000.0,,Tidak Ada,3-4 Bulan Sekali,,,,ADA,,,,,True,True
2025,Lampung,Kab. Lampung Selatan,284724.35,0.23,0.0,129.14,0.05,129.38,0.05,0.0,129.14,0.05,P 1,TPA LUBUK KAMAL,,A,114318.0,114318.0,0.0,0.0,0.0,0.0,kalianda,,,Tidak Diketahui,0.0,Open Dumping,500.0,,Ada tapi Rusak,Sebulan Sekali,5.0,,,ADA,,,,,True,True
2025,Lampung,Kab. Lampung Tengah,,,,,,,,,,,,TPA,TPA Pemda (Non Regional),A,14600.0,13833.5,365.0,365.0,36.5,0.0,Kampung Peninggiran Bandar Jaya Timur,,,Pemda DATI II,0.0,Open Dumping,19600.0,Manual Book,Tidak Ada,Dua Minggu Sekali,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",12.0,ADA,Tidak ada. Gas Metana dibakar.,,,,False,True
2025,Lampung,Kab. Lampung Utara,98641.4,82.57,0.08,0.0,0.0,82.57,0.08,0.0,0.0,0.0,P 1,TPA,TPA Pemda (Non Regional),A,36390.5,29455.44,0.0,6935.0,0.05,0.0,Desa Alam Kari,,,Pemda DATI II,6.0,Open Dumping,4.0,Kombinasi timbangan dengan Komputer (excel / tidak otomatis),Ada tapi Rusak,Dua Minggu Sekali,5.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",9.0,ADA,Tidak ada. Gas Metana dibakar.,,,,True,True
2025,Lampung,Kab. Mesuji,35615.53,31.18,0.09,0.0,0.0,31.18,0.09,0.0,0.0,0.0,P 1,TPA Margo Rahayu,TPA Pemda (Non Regional),A,963.6,963.6,0.0,0.0,0.0,0.0,Desa Margo Rahayu Kecamatan Simpang Pematang Kabupaten Mesuji,,,Pemda DATI II,32.0,Tidak Diketahui,22880.0,Otomatis Komputerisasi (Aplikasi Khusus TPA),Ada & Berfungsi,2-3x Seminggu,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA hanya berupa kolam pengendapan saja tanpa proses biologi atau proses kimia, masih berfungsi baik dan terawat.",12.0,ADA,Tidak ada. Gas Metana dibakar.,,2015.0,,True,True
2025,Lampung,Kab. Pesawaran,73152.86,33.12,0.05,4654.5,6.36,4687.62,6.41,0.0,4654.5,6.36,P 1,TPA GEDONG TATAAN,TPA Pemda (Non Regional),A,11315.0,10585.0,0.0,0.0,730.0,0.0,DESA TAMAN SARI,TAMAN SARI,GEDONG TATAAN,Pemda DATI II,17.0,Tidak Diketahui,15000.0,Manual Book,Tidak Ada,3-4 Bulan Sekali,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA berupa kolam pengendapan dan proses biologi, masih berfungsi baik dan terawat.",1.0,ADA,,,2011.0,,True,True
2025,Lampung,Kab. Pesisir Barat,25360.2,12.6,0.05,54.75,0.22,67.35,0.27,0.0,54.75,0.22,P 1,TPA Balai Kencana,TPA Pemda (Non Regional),A,2190.0,2190.0,0.0,0.0,0.0,0.0,"Jalan Lintas Barat, Pekon Balai Kencana, Kec. Krui Selatan, Kab. Pesisir Barat",,,Pemda DATI II,3.5,Open Dumping,25000.0,Manual Book,Tidak Ada,Dua Minggu Sekali,2.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",1.0,ADA,Tidak ada. Gas Metana dibakar.,,,,True,True
2025,Lampung,Kab. Pringsewu,64945.76,7.34,0.01,6978.97,10.75,6986.3,10.76,0.0,6978.97,10.75,P 1,TPA Bumi Ayu,TPA Pemda (Non Regional),A,15260.1,15260.1,0.0,0.0,0.0,0.0,Jln. Goa Maria,Fajar Esuk,Pringsewu,Pemda DATI II,5.0,Open Dumping,6210.0,Manual Book,Tidak Ada,3-4 Bulan Sekali,1.0,"Ada, Instalasi Pengolahan Air Lindi (IPAL) di TPA tetapi sudah rusak atau tidak berfungsi dengan baik dan tidak terawat",2.0,ADA,Tidak ada. Gas Metana dibakar.,,,,True,True
